id,crop,disease,causal_agent,symptoms_identification,organic_control,chemical_control
332,Potato,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Symptoms worsen in humid conditions.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
419,Pumpkin,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Often noticed in dense canopies and late season.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
420,Pumpkin,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Often noticed in dense canopies and late season.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,Follow local agricultural extension chemical recommendations with PPE.
421,Pumpkin,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Often noticed in dense canopies and late season.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
422,Pumpkin,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Common after heavy rainfall or poor drainage.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
423,Pumpkin,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
965,Rabi Crops Mixed,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
966,Rabi Crops Mixed,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Often noticed in dense canopies and late season.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
967,Rabi Crops Mixed,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Occurs frequently under stress or high nitrogen levels.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
968,Rabi Crops Mixed,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Common after heavy rainfall or poor drainage.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
969,Rabi Crops Mixed,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Symptoms worsen in humid conditions.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
221,Rapeseed,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Common after heavy rainfall or poor drainage.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
222,Rapeseed,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Common after heavy rainfall or poor drainage.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
223,Rapeseed,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Common after heavy rainfall or poor drainage.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,Follow local agricultural extension chemical recommendations with PPE.
224,Rapeseed,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Occurs frequently under stress or high nitrogen levels.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
225,Rapeseed,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Occurs frequently under stress or high nitrogen levels.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
1,Rice,Blast,Magnaporthe oryzae,Spindle-shaped/diamond lesions with gray centers and brown margins on leaves; neck infections reduce grain yield. Often noticed in dense canopies and late season.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
2,Rice,Bacterial Leaf Blight,Xanthomonas oryzae,Water-soaked streaks from tip; yellowing and drying downwards; severe in high nitrogen and flooded fields. Common after heavy rainfall or poor drainage.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
3,Rice,Sheath Blight,Rhizoctonia solani,Irregular lesions on leaf sheaths; can kill tillers and reduce yield. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
4,Rice,Brown Spot,Bipolaris oryzae,Small brown lesions on leaves; often in nutrient-deficient soils. Occurs frequently under stress or high nitrogen levels.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
5,Rice,Stem Rot,Sclerotium oryzae,Decay at base of stem; white mycelial growth and plant collapse. Common after heavy rainfall or poor drainage.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
541,Rubber,Bud Rot,Phytophthora palmivora,Rotting of bud/inflorescence leading to sudden collapse in palms. Occurs frequently under stress or high nitrogen levels.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
542,Rubber,Lethal Yellowing,Phytoplasma,Yellowing and premature fruit drop causing death. Often noticed in dense canopies and late season.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
543,Rubber,Ganoderma Root Rot,Ganoderma spp.,"Basal stem decay, conks at base, eventual collapse. Often noticed in dense canopies and late season.",Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
754,Safflower,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
755,Safflower,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Often noticed in dense canopies and late season.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
756,Safflower,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
757,Safflower,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Symptoms worsen in humid conditions.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
758,Safflower,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Often noticed in dense canopies and late season.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
652,Sapota,Anthracnose,Colletotrichum spp.,Sunken dark lesions on fruits and stems; latent infections in fruit. Symptoms worsen in humid conditions.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
653,Sapota,Powdery Mildew,Podosphaera spp.,White powder on leaves and fruits; distortion of young growth. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
654,Sapota,Wilt,Fusarium/Verticillium,"Wilting, yellowing and vascular browning in stems. Occurs frequently under stress or high nitrogen levels.",Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
655,Sapota,Fruit Rot,Phytophthora/Alternaria,Soft rot of fruits often post-harvest or in humid conditions. Common after heavy rainfall or poor drainage.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
192,Sesame,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Often noticed in dense canopies and late season.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
193,Sesame,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Occurs frequently under stress or high nitrogen levels.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
194,Sesame,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Symptoms worsen in humid conditions.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
195,Sesame,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
196,Sesame,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Occurs frequently under stress or high nitrogen levels.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
40,Sorghum,Downy Mildew,Peronosclerospora spp.,Chlorotic streaks and downy growth underneath; stunting and poor yield. Occurs frequently under stress or high nitrogen levels.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
41,Sorghum,Turcicum Leaf Blight,Exserohilum turcicum,Elongated lesions; leaves may die back. Common after heavy rainfall or poor drainage.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
42,Sorghum,Stalk Rot,Fusarium/Colletotrichum,Rotten stalks causing lodging and yield loss. Occurs frequently under stress or high nitrogen levels.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
43,Sorghum,Ear Rot,Fusarium/Aspergillus,"Moldy ears, mycotoxin risk for storage. Common after heavy rainfall or poor drainage.",Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
44,Sorghum,Maize Mosaic,Potyvirus,"Mosaic symptoms, dwarfing and reduced kernels. Often noticed in dense canopies and late season.",Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
180,Soybean,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Symptoms worsen in humid conditions.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,Follow local agricultural extension chemical recommendations with PPE.
181,Soybean,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Symptoms worsen in humid conditions.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
182,Soybean,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Often noticed in dense canopies and late season.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
183,Soybean,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Often noticed in dense canopies and late season.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,Follow local agricultural extension chemical recommendations with PPE.
184,Soybean,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Common after heavy rainfall or poor drainage.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
389,Spinach,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
390,Spinach,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Often noticed in dense canopies and late season.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
391,Spinach,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Occurs frequently under stress or high nitrogen levels.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
392,Spinach,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
393,Spinach,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Often noticed in dense canopies and late season.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
681,Strawberry,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
682,Strawberry,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Often noticed in dense canopies and late season.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
683,Strawberry,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Symptoms worsen in humid conditions.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
684,Strawberry,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Common after heavy rainfall or poor drainage.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
685,Strawberry,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Common after heavy rainfall or poor drainage.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
457,Sugarcane,Red Rot,Colletotrichum falcatum,"Reddish internal discoloration, white patches and foul odor in cane. Common after heavy rainfall or poor drainage.",Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
458,Sugarcane,Smut,Sporisorium scitamineum,Black whip-like structures from tops; reduced tillering. Common after heavy rainfall or poor drainage.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
459,Sugarcane,Ratoon Stunting,Leifsonia xyli,Stunted cane with low sugar content. Symptoms worsen in humid conditions.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
460,Sugarcane,Top Borer,Scirpophaga excerptalis,Borer tunneling and dead hearts. Common after heavy rainfall or poor drainage.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
201,Sunflower,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Occurs frequently under stress or high nitrogen levels.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
202,Sunflower,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Common after heavy rainfall or poor drainage.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
203,Sunflower,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Occurs frequently under stress or high nitrogen levels.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
204,Sunflower,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Often noticed in dense canopies and late season.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
205,Sunflower,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Occurs frequently under stress or high nitrogen levels.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
889,Sunflower Oilseed,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Symptoms worsen in humid conditions.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
890,Sunflower Oilseed,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Common after heavy rainfall or poor drainage.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
891,Sunflower Oilseed,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Common after heavy rainfall or poor drainage.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,Follow local agricultural extension chemical recommendations with PPE.
892,Sunflower Oilseed,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Occurs frequently under stress or high nitrogen levels.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
893,Sunflower Oilseed,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Often noticed in dense canopies and late season.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
448,Sweet Corn,Downy Mildew,Peronosclerospora spp.,Chlorotic streaks and downy growth underneath; stunting and poor yield. Common after heavy rainfall or poor drainage.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
449,Sweet Corn,Turcicum Leaf Blight,Exserohilum turcicum,Elongated lesions; leaves may die back. Occurs frequently under stress or high nitrogen levels.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
450,Sweet Corn,Stalk Rot,Fusarium/Colletotrichum,Rotten stalks causing lodging and yield loss. Often noticed in dense canopies and late season.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
451,Sweet Corn,Ear Rot,Fusarium/Aspergillus,"Moldy ears, mycotoxin risk for storage. Symptoms worsen in humid conditions.",Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
452,Sweet Corn,Maize Mosaic,Potyvirus,"Mosaic symptoms, dwarfing and reduced kernels. Common after heavy rainfall or poor drainage.",Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
724,Sweet Potato,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Symptoms worsen in humid conditions.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
725,Sweet Potato,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Often noticed in dense canopies and late season.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
726,Sweet Potato,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Often noticed in dense canopies and late season.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
727,Sweet Potato,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Common after heavy rainfall or poor drainage.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
728,Sweet Potato,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Symptoms worsen in humid conditions.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
713,Tapioca,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Common after heavy rainfall or poor drainage.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
714,Tapioca,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
715,Tapioca,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
716,Tapioca,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Common after heavy rainfall or poor drainage.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
717,Tapioca,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Common after heavy rainfall or poor drainage.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,Follow local agricultural extension chemical recommendations with PPE.
501,Tea,Blister Blight,Exobasidium vexans,Blister-like pale spots on young leaves in tea; defoliation in severe cases. Occurs frequently under stress or high nitrogen levels.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
502,Tea,Coffee Rust,Hemileia vastatrix,Orange powdery spores on leaf underside; premature leaf drop. Common after heavy rainfall or poor drainage.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
503,Tea,Root Knot,Meloidogyne spp.,"Root galls, stunting and nutrient deficiency in coffee. Symptoms worsen in humid conditions.",Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
897,Tea (Assam),Blister Blight,Exobasidium vexans,Blister-like pale spots on young leaves in tea; defoliation in severe cases. Common after heavy rainfall or poor drainage.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
898,Tea (Assam),Coffee Rust,Hemileia vastatrix,Orange powdery spores on leaf underside; premature leaf drop. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
899,Tea (Assam),Root Knot,Meloidogyne spp.,"Root galls, stunting and nutrient deficiency in coffee. Occurs frequently under stress or high nitrogen levels.",Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,Follow local agricultural extension chemical recommendations with PPE.
477,Tobacco,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
478,Tobacco,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
479,Tobacco,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
480,Tobacco,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Often noticed in dense canopies and late season.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
481,Tobacco,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Common after heavy rainfall or poor drainage.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
338,Tomato,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Occurs frequently under stress or high nitrogen levels.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
339,Tomato,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Occurs frequently under stress or high nitrogen levels.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
340,Tomato,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Symptoms worsen in humid conditions.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
341,Tomato,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Occurs frequently under stress or high nitrogen levels.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
342,Tomato,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Often noticed in dense canopies and late season.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
934,Tomato (Greenhouse),Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Occurs frequently under stress or high nitrogen levels.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
935,Tomato (Greenhouse),Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Symptoms worsen in humid conditions.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
936,Tomato (Greenhouse),Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Often noticed in dense canopies and late season.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
